category_code,country_code,state_code,age,success,number_degrees
,other,other,1.0,0,
advertising,other,other,731.0,0,
,USA,other,624.0,0,
ecommerce,USA,other,366.0,0,
automotive,USA,other,1.0,0,
software,USA,other,700.0,0,
biotech,USA,California,366.0,0,
software,USA,other,1097.0,0,
hardware,USA,other,1.0,0,
software,other,other,1097.0,0,
ecommerce,other,other,731.0,0,
ecommerce,other,other,1.0,0,
advertising,USA,California,394.0,1,
mobile,USA,other,700.0,0,
software,USA,California,1097.0,0,
enterprise,USA,California,853.0,0,
health,USA,other,1.0,0,
,USA,other,366.0,0,
software,other,other,1097.0,0,
biotech,USA,other,1.0,0,
software,USA,other,1.0,0,
games_video,USA,other,731.0,0,
biotech,USA,other,1.0,0,
games_video,other,other,1097.0,0,
,USA,other,366.0,0,
manufacturing,USA,other,1097.0,0,
software,USA,other,731.0,0,
legal,other,other,93.0,0,
,other,other,366.0,0,
health,USA,California,1.0,0,
other,USA,other,1.0,0,
social,other,other,1.0,0,
manufacturing,USA,other,366.0,0,
biotech,other,other,366.0,0,
hospitality,other,other,1097.0,0,
mobile,USA,other,731.0,0,
,USA,California,366.0,0,
biotech,USA,other,366.0,0,
,USA,other,366.0,0,
biotech,USA,other,731.0,0,
manufacturing,USA,other,366.0,0,
software,USA,California,731.0,0,
games_video,USA,California,366.0,0,
software,USA,other,1097.0,0,
biotech,USA,other,366.0,0,
biotech,USA,other,366.0,0,
hospitality,other,other,1.0,0,
biotech,USA,other,1097.0,0,
hospitality,USA,other,731.0,0,
software,USA,other,366.0,0,
web,USA,other,731.0,0,
education,USA,other,731.0,0,
software,USA,other,1.0,0,
analytics,USA,other,731.0,0,
software,USA,other,366.0,0,
biotech,USA,other,731.0,0,
software,USA,other,366.0,0,
hardware,USA,California,366.0,0,
software,USA,other,731.0,0,
software,USA,other,366.0,0,
health,USA,other,366.0,0,
health,USA,other,731.0,0,
biotech,USA,other,731.0,0,
games_video,other,other,366.0,0,
software,USA,California,898.0,0,
fashion,USA,other,1097.0,0,
news,USA,other,366.0,0,
software,USA,other,731.0,0,
biotech,USA,other,366.0,0,
software,USA,other,366.0,0,
cleantech,other,other,1097.0,0,
advertising,USA,California,1006.0,0,
software,USA,other,366.0,0,
software,USA,other,731.0,0,
web,other,other,321.0,0,
biotech,USA,other,366.0,0,
other,USA,other,1097.0,0,
biotech,USA,other,366.0,0,
software,USA,other,731.0,0,
news,USA,California,1097.0,0,
analytics,USA,other,1.0,0,
cleantech,USA,California,731.0,0,
games_video,USA,other,641.0,0,
sports,other,other,366.0,0,
biotech,USA,other,731.0,0,
games_video,USA,California,473.0,1,
enterprise,USA,California,611.0,0,19.0
software,other,other,307.0,0,
games_video,USA,California,1.0,0,
software,other,other,366.0,0,
,USA,other,1097.0,0,
software,USA,other,93.0,0,
web,USA,other,731.0,0,
ecommerce,other,other,1.0,0,
mobile,USA,California,524.0,0,
cleantech,other,other,366.0,0,
public_relations,USA,California,1430.0,1,
health,USA,other,1.0,0,
biotech,USA,California,1097.0,0,
software,USA,California,1303.0,1,
hospitality,USA,other,1.0,0,
hardware,USA,other,1097.0,0,
software,USA,other,731.0,0,
health,USA,other,731.0,0,
web,USA,California,366.0,0,
health,USA,California,731.0,0,
photo_video,USA,California,814.0,1,
biotech,USA,California,731.0,0,
manufacturing,USA,other,299.0,0,
hardware,USA,other,731.0,0,
ecommerce,other,other,1.0,0,
software,other,other,366.0,0,
cleantech,USA,California,921.0,1,18.0
enterprise,USA,California,365.0,1,
mobile,USA,other,1097.0,0,
web,other,other,1.0,0,
hardware,USA,other,731.0,0,
cleantech,USA,other,1.0,0,23.0
hardware,USA,other,731.0,0,
manufacturing,USA,other,366.0,0,
biotech,USA,other,731.0,0,
,USA,other,366.0,0,
mobile,USA,other,1097.0,0,
manufacturing,USA,other,731.0,0,
news,other,other,743.0,0,
cleantech,other,other,486.0,0,
ecommerce,USA,other,884.0,0,
biotech,other,other,731.0,0,
health,USA,other,731.0,0,
consulting,other,other,366.0,0,
,USA,other,1097.0,0,
web,USA,California,1372.0,0,
software,USA,other,366.0,0,
biotech,USA,other,731.0,0,
network_hosting,USA,California,635.0,1,
fashion,USA,California,1097.0,0,
biotech,USA,other,731.0,0,
web,USA,California,731.0,0,
software,USA,other,731.0,0,
education,other,other,1.0,0,
mobile,other,other,580.0,0,
biotech,USA,other,731.0,0,
web,USA,California,731.0,0,
health,USA,other,366.0,0,
software,USA,other,1.0,0,
biotech,USA,other,731.0,0,
cleantech,other,other,366.0,0,
music,USA,California,731.0,0,
cleantech,USA,other,731.0,0,
other,other,other,1281.0,0,
software,USA,California,731.0,0,
biotech,USA,California,731.0,0,
web,USA,California,1047.0,0,
advertising,USA,other,1281.0,0,
software,USA,other,190.0,1,
enterprise,USA,other,585.0,1,
software,USA,other,1293.0,1,
web,USA,other,480.0,1,
web,USA,California,519.0,0,
software,other,other,812.0,0,
hardware,USA,other,846.0,0,
web,other,other,524.0,0,
enterprise,USA,other,930.0,1,
ecommerce,other,other,1097.0,0,
analytics,USA,other,926.0,0,
travel,other,other,459.0,1,
software,other,other,383.0,0,
enterprise,USA,California,531.0,0,
advertising,USA,California,397.0,0,
advertising,USA,other,950.0,0,
messaging,USA,other,133.0,1,
games_video,USA,other,888.0,0,
enterprise,USA,other,699.0,0,
enterprise,USA,other,185.0,0,
software,USA,California,559.0,1,
enterprise,USA,California,1311.0,0,
mobile,other,other,611.0,0,
analytics,other,other,853.0,0,
mobile,other,other,641.0,0,
,USA,California,1320.0,1,
hospitality,USA,other,731.0,0,
games_video,USA,California,1403.0,0,
biotech,USA,California,366.0,0,
software,USA,California,1097.0,0,23.0
search,USA,other,672.0,0,
security,USA,California,1097.0,0,
ecommerce,USA,other,1033.0,1,
games_video,USA,California,1371.0,0,
web,USA,California,174.0,1,
analytics,USA,other,731.0,0,
messaging,USA,other,141.0,1,
web,USA,other,154.0,0,
ecommerce,USA,California,731.0,0,
social,USA,other,519.0,0,
network_hosting,USA,other,782.0,1,
web,other,other,1035.0,0,
software,USA,other,645.0,1,
finance,USA,California,1006.0,0,
games_video,USA,other,731.0,0,
social,USA,California,578.0,1,12.0
games_video,USA,other,1.0,0,
advertising,other,other,731.0,0,
real_estate,other,other,731.0,0,
software,other,other,728.0,0,
web,other,other,731.0,0,
fashion,other,other,731.0,0,
automotive,other,other,731.0,0,
enterprise,USA,other,1097.0,0,
ecommerce,USA,other,823.0,0,
software,USA,California,1341.0,1,
advertising,USA,California,1037.0,1,27.0
,USA,other,1418.0,1,
web,other,other,731.0,0,
real_estate,other,other,641.0,0,
web,USA,California,513.0,0,
web,USA,other,751.0,0,
mobile,USA,California,1342.0,0,
web,USA,California,1097.0,0,
software,USA,other,792.0,0,
enterprise,USA,other,731.0,0,
ecommerce,USA,other,976.0,0,
enterprise,USA,other,1158.0,0,
games_video,USA,other,1455.0,0,
fashion,other,other,731.0,0,
web,USA,California,1189.0,0,
games_video,other,other,366.0,0,
public_relations,USA,other,611.0,0,
software,other,other,366.0,0,
hospitality,USA,California,731.0,0,
music,USA,other,823.0,0,
web,other,other,609.0,1,
consulting,USA,other,1410.0,0,
software,other,other,762.0,0,
advertising,other,other,1419.0,0,
semiconductor,USA,California,789.0,1,
web,other,other,510.0,0,
web,USA,other,1097.0,0,
enterprise,USA,California,1.0,0,
advertising,USA,California,1037.0,0,6.0
ecommerce,other,other,731.0,0,
web,USA,California,519.0,0,
enterprise,USA,other,592.0,0,
network_hosting,other,other,1128.0,0,
semiconductor,other,other,1066.0,0,
mobile,other,other,1219.0,0,
web,USA,California,880.0,1,
cleantech,USA,California,1219.0,0,
cleantech,USA,other,1277.0,0,
social,other,other,672.0,0,
search,USA,California,544.0,0,
enterprise,USA,other,915.0,0,
ecommerce,USA,other,521.0,0,
web,other,other,307.0,0,
health,USA,other,376.0,0,
games_video,other,other,778.0,0,
software,other,other,731.0,0,
games_video,other,other,576.0,0,
search,other,other,638.0,0,
search,USA,California,639.0,1,
mobile,other,other,520.0,0,
network_hosting,USA,other,1299.0,1,
software,USA,other,956.0,1,
enterprise,USA,other,700.0,0,
hardware,other,other,1363.0,0,
advertising,other,other,853.0,0,
enterprise,other,other,1200.0,1,
ecommerce,USA,California,1066.0,0,
ecommerce,other,other,425.0,0,
mobile,other,other,940.0,0,
advertising,other,other,1219.0,0,
web,other,other,1037.0,0,
games_video,other,other,915.0,0,
software,other,other,580.0,0,
web,USA,other,1311.0,0,
games_video,USA,California,1291.0,0,
web,other,other,1452.0,0,
enterprise,other,other,731.0,0,
web,other,other,1087.0,0,
web,other,other,1097.0,0,
web,other,other,641.0,0,
mobile,USA,other,1097.0,0,
software,USA,other,731.0,0,
public_relations,USA,California,968.0,0,
web,USA,California,80.0,1,
mobile,USA,California,823.0,0,
advertising,other,other,1066.0,0,
finance,USA,other,1342.0,0,
enterprise,other,other,550.0,0,
software,other,other,1311.0,0,
advertising,USA,other,84.0,1,
cleantech,USA,California,1097.0,0,34.0
enterprise,USA,other,731.0,0,
software,USA,other,1128.0,0,
advertising,USA,California,1277.0,1,7.0
web,USA,California,640.0,0,
web,other,other,1281.0,0,
public_relations,USA,California,1281.0,0,
web,USA,other,700.0,0,
software,other,other,962.0,1,
mobile,USA,other,1403.0,0,
web,USA,other,372.0,1,
public_relations,other,other,1338.0,0,
enterprise,USA,other,1050.0,0,
web,other,other,915.0,0,
web,USA,other,1097.0,0,
mobile,USA,other,611.0,0,
ecommerce,USA,other,550.0,0,
software,USA,California,1243.0,0,7.0
web,USA,California,1431.0,0,
public_relations,other,other,1059.0,0,
ecommerce,USA,California,1097.0,0,
advertising,USA,California,731.0,0,
other,other,other,588.0,0,
health,USA,California,731.0,0,
games_video,other,other,1097.0,0,
search,other,other,731.0,0,
advertising,USA,other,183.0,1,
enterprise,USA,California,762.0,0,
enterprise,USA,other,1097.0,0,
manufacturing,USA,other,1097.0,0,19.0
web,USA,other,809.0,0,
software,USA,other,1097.0,0,
web,USA,other,853.0,0,
web,USA,other,1097.0,0,
ecommerce,USA,California,154.0,1,
web,USA,other,506.0,0,
games_video,USA,other,1097.0,0,
web,USA,other,611.0,0,
biotech,other,other,1212.0,1,
hardware,USA,other,752.0,0,
public_relations,other,other,678.0,0,
other,USA,other,1006.0,0,
search,USA,other,550.0,0,
web,USA,California,1158.0,0,
software,USA,California,731.0,0,
advertising,USA,other,728.0,0,
security,USA,other,1097.0,0,
enterprise,USA,other,277.0,1,
ecommerce,other,other,876.0,0,
mobile,other,other,505.0,1,
software,USA,California,580.0,0,9.0
search,other,other,1370.0,0,
software,other,other,700.0,0,
mobile,USA,California,731.0,0,
mobile,USA,other,754.0,0,
other,USA,California,731.0,0,
web,USA,other,731.0,0,
education,other,other,731.0,0,
analytics,USA,other,1097.0,0,
web,other,other,912.0,0,
web,USA,other,479.0,0,
travel,USA,California,731.0,0,
mobile,USA,other,884.0,0,
education,USA,other,611.0,0,
web,USA,other,875.0,0,
mobile,USA,other,853.0,0,
mobile,USA,California,1019.0,0,
web,USA,other,1097.0,0,
education,USA,California,335.0,0,
web,other,other,505.0,0,
mobile,USA,California,550.0,0,
software,other,other,700.0,0,
web,USA,other,550.0,0,
biotech,USA,California,1251.0,1,
search,USA,other,731.0,0,
software,other,other,823.0,0,
other,USA,other,853.0,0,
mobile,USA,other,501.0,0,
biotech,USA,other,927.0,1,
games_video,other,other,1097.0,0,
advertising,other,other,1097.0,0,
cleantech,other,other,49.0,1,
web,USA,other,488.0,0,
enterprise,USA,other,491.0,1,
web,USA,California,732.0,1,
software,USA,other,727.0,0,18.0
advertising,USA,California,1006.0,1,
games_video,USA,California,1250.0,0,12.0
software,other,other,1431.0,0,
mobile,other,other,1037.0,0,
enterprise,USA,California,550.0,0,
web,USA,California,1407.0,1,
travel,USA,other,945.0,0,
enterprise,USA,other,1037.0,0,
mobile,USA,other,313.0,1,
web,USA,California,1281.0,0,
enterprise,other,other,482.0,0,
web,other,other,474.0,0,
web,USA,California,855.0,1,
web,USA,California,792.0,0,
web,USA,other,731.0,0,
enterprise,other,other,1043.0,1,
health,other,other,892.0,0,
software,other,other,731.0,0,
software,other,other,731.0,0,
advertising,other,other,1281.0,0,
software,USA,California,1377.0,1,
social,USA,California,731.0,0,
games_video,other,other,731.0,0,
mobile,USA,other,672.0,0,
enterprise,USA,California,731.0,0,
software,USA,California,731.0,0,
security,other,other,1219.0,0,
search,USA,California,1097.0,0,
cleantech,USA,California,1097.0,0,
enterprise,USA,other,996.0,1,
cleantech,other,other,1403.0,0,
web,USA,California,1097.0,0,
web,other,other,792.0,0,
search,USA,other,1399.0,0,
other,other,other,1097.0,0,
software,other,other,580.0,0,
software,USA,other,1395.0,0,
search,USA,other,63.0,1,
web,USA,other,1411.0,0,
analytics,USA,California,1097.0,0,
advertising,USA,California,266.0,1,
education,USA,California,731.0,0,
travel,other,other,335.0,1,
software,USA,other,576.0,0,
transportation,USA,California,1258.0,1,
games_video,other,other,1097.0,0,
enterprise,USA,California,945.0,0,
analytics,USA,California,366.0,0,
mobile,other,other,1431.0,0,
enterprise,other,other,1097.0,0,
advertising,USA,other,898.0,0,
advertising,other,other,731.0,0,
ecommerce,other,other,1097.0,0,
mobile,USA,other,641.0,0,
advertising,other,other,887.0,0,
games_video,other,other,1097.0,0,
advertising,other,other,823.0,0,
mobile,USA,California,1097.0,0,
other,USA,other,578.0,0,
advertising,USA,other,672.0,0,
advertising,USA,other,945.0,0,
web,other,other,1086.0,0,
web,other,other,915.0,0,
network_hosting,other,other,1097.0,0,
advertising,USA,California,731.0,0,17.0
hardware,other,other,884.0,0,
mobile,USA,other,731.0,0,
games_video,other,other,611.0,0,
software,other,other,731.0,0,18.0
analytics,USA,other,1037.0,0,
games_video,other,other,1224.0,0,
advertising,other,other,731.0,0,
software,other,other,731.0,0,
messaging,USA,other,823.0,0,
mobile,USA,California,1219.0,0,
,other,other,1097.0,0,
web,other,other,1006.0,0,
web,other,other,1097.0,0,
biotech,USA,California,731.0,0,
enterprise,USA,other,1089.0,0,
games_video,other,other,1294.0,0,
software,other,other,154.0,1,
advertising,other,other,845.0,0,
web,USA,other,1403.0,0,
games_video,USA,California,731.0,0,
software,other,other,1158.0,0,
enterprise,other,other,1037.0,0,
manufacturing,other,other,1097.0,0,
mobile,USA,other,1.0,0,
games_video,USA,other,731.0,0,
messaging,other,other,397.0,0,
games_video,USA,California,731.0,0,
web,USA,California,1255.0,0,6.0
software,other,other,1097.0,0,
software,USA,California,584.0,1,
web,other,other,1032.0,0,
games_video,USA,California,672.0,0,
other,other,other,611.0,0,
enterprise,other,other,941.0,0,
software,other,other,731.0,0,
social,other,other,453.0,0,
mobile,other,other,1389.0,0,
web,other,other,672.0,0,
software,USA,California,792.0,0,
mobile,USA,other,1281.0,0,
finance,USA,California,220.0,1,
web,other,other,762.0,0,
enterprise,USA,other,1372.0,0,
web,USA,California,611.0,0,
analytics,other,other,945.0,0,
analytics,USA,other,614.0,1,
biotech,USA,California,1403.0,0,
enterprise,other,other,1372.0,0,
hardware,USA,California,1149.0,1,
enterprise,USA,other,1097.0,0,
mobile,USA,other,823.0,0,
search,other,other,1431.0,0,
travel,USA,other,976.0,0,
biotech,USA,other,1097.0,0,31.0
ecommerce,other,other,641.0,0,
education,USA,other,1097.0,0,21.0
web,other,other,450.0,0,
search,USA,California,798.0,1,
enterprise,other,other,709.0,0,
software,other,other,731.0,0,
web,USA,other,762.0,0,
network_hosting,other,other,366.0,0,
games_video,USA,other,1097.0,0,
web,other,other,1372.0,0,
hospitality,other,other,444.0,0,
web,USA,California,366.0,0,
games_video,USA,other,171.0,1,
games_video,USA,California,1192.0,0,6.0
web,USA,other,581.0,1,
advertising,USA,other,550.0,0,
web,other,other,1311.0,0,
ecommerce,other,other,669.0,0,
enterprise,USA,other,1097.0,0,35.0
advertising,USA,other,580.0,0,
advertising,other,other,731.0,0,
software,other,other,977.0,1,
analytics,USA,other,1205.0,0,
web,USA,California,1097.0,0,
messaging,USA,California,1097.0,0,
enterprise,other,other,1438.0,1,
ecommerce,other,other,1189.0,0,
web,other,other,427.0,0,
biotech,USA,other,1097.0,0,13.0
news,USA,other,830.0,1,
software,other,other,1097.0,0,12.0
software,other,other,221.0,1,
web,USA,other,736.0,1,
games_video,other,other,731.0,0,
travel,other,other,366.0,0,
network_hosting,other,other,1281.0,0,
software,USA,other,853.0,0,
finance,USA,other,1097.0,0,
cleantech,USA,other,1281.0,0,
software,USA,California,731.0,0,
enterprise,USA,California,884.0,0,
games_video,USA,California,731.0,0,
ecommerce,USA,other,1219.0,0,
web,other,other,1006.0,0,
finance,USA,other,884.0,0,
games_video,other,other,580.0,0,
advertising,USA,other,419.0,0,
security,USA,other,580.0,0,
advertising,USA,other,979.0,1,
mobile,USA,California,1097.0,0,
web,other,other,577.0,0,
web,USA,other,1070.0,1,
social,USA,other,1097.0,0,
advertising,USA,California,1020.0,1,
security,USA,California,731.0,0,
news,USA,other,1250.0,0,
security,USA,California,1031.0,1,
games_video,USA,California,597.0,0,
enterprise,USA,California,1387.0,0,
advertising,USA,other,1097.0,0,
games_video,USA,California,550.0,0,
cleantech,other,other,1097.0,0,
biotech,USA,other,1097.0,0,16.0
mobile,USA,California,731.0,0,
education,other,other,884.0,0,
enterprise,USA,other,731.0,0,
web,USA,other,1.0,0,
enterprise,USA,California,1066.0,0,
games_video,USA,California,165.0,1,
web,USA,California,611.0,0,
web,USA,other,1097.0,0,
mobile,USA,California,700.0,0,
software,USA,other,739.0,1,
biotech,USA,California,731.0,0,
news,USA,other,731.0,0,
advertising,USA,California,976.0,0,
software,other,other,1034.0,1,
web,other,other,427.0,0,
search,USA,other,731.0,0,11.0
enterprise,USA,other,458.0,0,
mobile,USA,other,1108.0,1,
web,USA,other,580.0,0,
search,USA,California,1097.0,0,
social,USA,other,1097.0,0,
software,other,other,1.0,0,6.0
software,USA,other,611.0,0,
web,other,other,1139.0,0,
ecommerce,other,other,607.0,0,
consulting,other,other,1097.0,0,
other,USA,other,700.0,0,
advertising,USA,other,445.0,0,
health,other,other,1158.0,0,
network_hosting,USA,California,1187.0,1,
biotech,USA,other,731.0,0,
web,USA,California,731.0,0,
music,USA,California,884.0,0,
news,USA,other,1097.0,0,
analytics,USA,other,731.0,0,
security,other,other,731.0,0,
public_relations,USA,other,1410.0,1,
software,USA,California,731.0,0,
photo_video,other,other,653.0,0,
messaging,other,other,53.0,1,
education,other,other,1250.0,0,
web,USA,California,1097.0,0,
enterprise,USA,California,130.0,1,
social,other,other,731.0,0,
mobile,other,other,1122.0,0,
games_video,other,other,727.0,0,
web,other,other,1431.0,0,
software,USA,other,853.0,0,
cleantech,other,other,731.0,0,17.0
software,USA,other,731.0,0,
medical,USA,other,1097.0,0,
games_video,USA,California,942.0,0,
network_hosting,USA,other,1097.0,0,
fashion,other,other,412.0,0,
search,USA,other,1403.0,0,
software,USA,other,1097.0,0,
search,other,other,1342.0,0,
web,USA,California,1053.0,0,
mobile,other,other,731.0,0,
enterprise,USA,other,731.0,0,
advertising,other,other,1097.0,0,
web,other,other,519.0,0,
fashion,other,other,792.0,0,
ecommerce,other,other,731.0,0,
software,other,other,664.0,0,
games_video,other,other,1403.0,0,
web,USA,other,641.0,0,
social,USA,California,347.0,0,
security,USA,other,1097.0,0,
finance,USA,other,458.0,0,
messaging,USA,other,580.0,0,
software,USA,other,823.0,0,
advertising,USA,California,134.0,1,
web,USA,other,524.0,0,
analytics,USA,other,580.0,0,
ecommerce,other,other,1066.0,0,
network_hosting,other,other,715.0,0,
enterprise,USA,California,1097.0,0,19.0
medical,USA,California,1097.0,0,
web,USA,California,1403.0,0,
web,USA,California,1281.0,0,
analytics,other,other,1097.0,0,
web,other,other,1219.0,0,
analytics,other,other,692.0,0,
web,USA,other,731.0,0,
enterprise,USA,California,823.0,0,
mobile,USA,other,1097.0,0,
software,USA,California,1313.0,1,
advertising,USA,other,731.0,0,
fashion,USA,California,539.0,1,
web,other,other,731.0,0,
search,USA,other,611.0,0,
games_video,USA,other,731.0,0,
education,USA,other,1097.0,0,
web,USA,other,853.0,0,
health,USA,California,1097.0,0,
mobile,other,other,427.0,0,
public_relations,USA,California,731.0,0,
search,other,other,1128.0,0,
web,USA,California,672.0,0,
mobile,USA,other,1097.0,0,
mobile,USA,other,611.0,0,
consulting,USA,California,1097.0,0,
software,USA,other,731.0,0,
cleantech,USA,other,1097.0,0,
games_video,other,other,1442.0,0,
web,USA,other,812.0,1,
photo_video,other,other,458.0,0,
web,USA,other,1342.0,0,
hardware,USA,California,397.0,0,
cleantech,other,other,1020.0,0,
mobile,other,other,209.0,1,
web,USA,California,1097.0,0,
network_hosting,other,other,426.0,1,
web,USA,other,853.0,0,
analytics,USA,other,1097.0,0,7.0
enterprise,USA,California,550.0,0,
enterprise,USA,California,1281.0,0,
web,USA,other,1219.0,0,
web,other,other,1211.0,0,
software,USA,other,1097.0,0,
enterprise,other,other,731.0,0,
ecommerce,other,other,1158.0,0,
ecommerce,USA,other,579.0,0,
advertising,USA,California,488.0,0,25.0
web,other,other,1004.0,0,
software,USA,California,580.0,0,
web,USA,California,1311.0,0,
mobile,USA,California,1097.0,0,13.0
web,other,other,408.0,0,
biotech,USA,other,366.0,0,
social,USA,other,458.0,0,
games_video,other,other,731.0,0,
web,USA,other,1097.0,0,
web,USA,other,731.0,0,
messaging,USA,California,945.0,0,
messaging,USA,other,123.0,0,
manufacturing,USA,other,1097.0,0,18.0
ecommerce,other,other,488.0,0,
web,USA,California,1307.0,0,
enterprise,USA,California,396.0,0,
cleantech,USA,California,976.0,0,
software,USA,other,974.0,1,
search,other,other,488.0,0,
analytics,USA,California,397.0,0,
cleantech,USA,other,1097.0,0,
biotech,other,other,580.0,1,
music,USA,other,912.0,0,
games_video,USA,California,1097.0,0,
mobile,other,other,523.0,0,
biotech,USA,other,580.0,0,
web,USA,other,216.0,1,
finance,USA,California,1403.0,0,
enterprise,USA,other,915.0,0,
web,USA,other,1311.0,0,
web,other,other,397.0,0,
web,other,other,604.0,0,
software,other,other,700.0,0,
software,USA,other,930.0,0,
enterprise,USA,other,1373.0,0,
web,USA,other,731.0,0,
web,other,other,1311.0,0,
enterprise,USA,California,397.0,0,16.0
software,USA,other,1097.0,0,
cleantech,USA,other,731.0,0,
social,USA,California,1066.0,0,
social,USA,other,672.0,0,
enterprise,USA,California,419.0,0,10.0
software,USA,California,731.0,0,
analytics,USA,other,1097.0,0,
advertising,other,other,246.0,0,6.0
ecommerce,USA,other,1281.0,0,
web,other,other,439.0,0,
mobile,USA,other,725.0,1,
web,USA,other,700.0,0,
biotech,USA,other,731.0,0,
health,USA,other,1097.0,0,
advertising,other,other,1028.0,0,
other,USA,California,1006.0,0,
biotech,USA,California,391.0,0,
software,USA,other,776.0,0,
cleantech,USA,other,500.0,0,
hardware,USA,other,731.0,0,
ecommerce,USA,California,276.0,0,
web,other,other,1097.0,0,
software,USA,other,366.0,0,
web,USA,other,1017.0,0,
advertising,USA,other,1024.0,0,
enterprise,USA,other,1158.0,0,
education,USA,other,519.0,1,
ecommerce,USA,other,1311.0,0,
software,USA,other,1334.0,0,
mobile,USA,other,1097.0,0,
web,other,other,1097.0,0,
web,USA,other,38.0,0,
education,USA,California,852.0,0,11.0
web,other,other,488.0,0,
sports,USA,other,611.0,0,
web,USA,California,884.0,0,
web,USA,other,1097.0,0,
software,USA,other,731.0,0,
medical,USA,California,1097.0,0,
software,other,other,366.0,0,
games_video,USA,California,953.0,0,
hospitality,other,other,1158.0,0,
mobile,USA,other,135.0,1,
games_video,other,other,731.0,0,
web,USA,other,682.0,0,
web,USA,California,935.0,1,
web,other,other,1158.0,0,
software,other,other,672.0,0,
hardware,other,other,1308.0,1,
software,USA,other,458.0,0,
ecommerce,USA,California,731.0,0,
advertising,USA,California,1097.0,0,
cleantech,USA,other,731.0,0,
games_video,other,other,1413.0,0,
enterprise,USA,other,641.0,0,
mobile,other,other,1018.0,0,
security,USA,other,266.0,0,
software,other,other,372.0,1,
mobile,USA,California,731.0,0,
cleantech,USA,other,550.0,0,
advertising,USA,other,670.0,1,
software,USA,other,1097.0,0,
enterprise,USA,other,1373.0,1,
software,USA,other,1107.0,1,
messaging,USA,other,853.0,0,
ecommerce,USA,other,366.0,1,
mobile,USA,other,547.0,1,
enterprise,other,other,1311.0,0,
search,other,other,1372.0,0,
biotech,USA,California,731.0,0,16.0
cleantech,other,other,1097.0,0,
games_video,USA,California,427.0,1,
health,USA,other,1054.0,0,28.0
web,other,other,307.0,0,
mobile,other,other,480.0,0,
software,USA,other,884.0,0,
cleantech,USA,other,774.0,1,
mobile,other,other,782.0,0,
advertising,other,other,1097.0,0,
music,USA,California,762.0,0,
nonprofit,USA,other,1097.0,0,
web,USA,other,641.0,0,
other,other,other,806.0,0,
software,USA,California,366.0,1,
web,USA,other,1290.0,0,
web,USA,other,1311.0,0,
cleantech,USA,other,1097.0,0,17.0
web,USA,California,561.0,1,
games_video,USA,other,731.0,0,
mobile,USA,other,1.0,0,
mobile,USA,California,883.0,1,67.0
mobile,USA,California,672.0,0,
social,other,other,380.0,0,
advertising,USA,other,488.0,0,
software,other,other,648.0,0,
messaging,USA,other,731.0,0,
medical,USA,California,731.0,0,
games_video,USA,California,731.0,0,
web,USA,California,1097.0,0,
games_video,USA,other,458.0,0,
games_video,USA,California,1097.0,0,
messaging,USA,other,731.0,0,
security,other,other,1097.0,0,
hardware,USA,other,1097.0,0,
web,other,other,1250.0,0,
software,USA,California,1068.0,1,
analytics,USA,other,731.0,0,
games_video,USA,California,1311.0,0,
software,USA,California,1097.0,0,
advertising,USA,other,731.0,0,24.0
ecommerce,USA,other,424.0,0,
software,USA,other,788.0,1,
mobile,USA,California,731.0,0,
biotech,USA,other,731.0,0,18.0
software,USA,other,780.0,1,
social,other,other,1097.0,0,7.0
semiconductor,other,other,1141.0,0,
finance,USA,other,689.0,0,
games_video,other,other,1250.0,0,
web,other,other,1403.0,0,
web,other,other,1189.0,0,
software,USA,other,731.0,0,
advertising,USA,other,731.0,0,
software,USA,California,731.0,0,46.0
games_video,other,other,1037.0,0,
analytics,USA,California,298.0,0,13.0
games_video,other,other,1097.0,0,
biotech,USA,other,1097.0,1,35.0
advertising,other,other,611.0,0,
analytics,other,other,544.0,0,15.0
enterprise,USA,other,366.0,0,
web,other,other,122.0,1,
software,USA,other,672.0,0,
hardware,USA,other,731.0,0,
software,USA,other,731.0,0,
software,USA,other,1097.0,0,17.0
analytics,USA,California,731.0,0,
hardware,other,other,1459.0,1,
advertising,USA,other,171.0,0,
web,USA,California,1250.0,0,
web,other,other,1219.0,0,
hardware,USA,California,731.0,0,
hospitality,USA,California,151.0,1,
cleantech,USA,other,1097.0,0,
games_video,USA,California,1189.0,0,
web,other,other,494.0,0,
games_video,USA,California,244.0,1,
cleantech,USA,other,731.0,0,
biotech,USA,other,731.0,0,
sports,USA,other,731.0,0,
advertising,USA,other,583.0,0,
biotech,other,other,1097.0,0,
web,USA,California,580.0,0,
cleantech,USA,California,731.0,0,19.0
enterprise,other,other,352.0,0,
software,other,other,1083.0,0,
health,other,other,731.0,0,
ecommerce,USA,other,580.0,0,
cleantech,USA,California,1097.0,0,12.0
,USA,other,731.0,0,
web,USA,other,672.0,0,
consulting,USA,other,731.0,0,
biotech,USA,other,731.0,0,
analytics,USA,California,1158.0,0,
games_video,other,other,699.0,0,
games_video,other,other,611.0,0,
health,other,other,449.0,0,
analytics,other,other,549.0,0,
web,USA,California,427.0,0,
ecommerce,USA,other,488.0,0,
enterprise,USA,other,415.0,0,
biotech,USA,other,1128.0,0,
manufacturing,USA,other,731.0,0,10.0
cleantech,USA,other,1097.0,0,
public_relations,USA,other,1395.0,1,
mobile,USA,other,883.0,1,
legal,USA,other,731.0,0,
