category_code,country_code,state_code,age,success,number_degrees
software,USA,other,842.0,0,
web,USA,other,1342.0,0,
mobile,other,other,1.0,0,
web,other,other,1.0,0,
mobile,other,other,366.0,0,
web,other,other,1.0,0,
advertising,other,other,1.0,0,
hardware,other,other,1.0,0,
design,other,other,1.0,0,
games_video,other,other,1.0,0,
sports,USA,other,1006.0,0,
mobile,USA,California,628.0,1,
web,other,other,781.0,1,
other,other,other,781.0,0,
mobile,other,other,366.0,0,
mobile,other,other,1.0,0,
software,other,other,1097.0,0,
ecommerce,USA,California,1.0,0,
analytics,USA,California,1.0,0,
games_video,other,other,346.0,0,
software,USA,California,1.0,0,
other,other,other,1236.0,0,
software,USA,other,1.0,0,
enterprise,USA,California,32.0,0,
games_video,USA,California,1281.0,1,118.0
other,USA,California,559.0,1,
network_hosting,other,other,550.0,0,
software,USA,other,1.0,0,
web,USA,California,1.0,0,
health,USA,other,731.0,0,
fashion,other,other,1066.0,0,
software,USA,California,802.0,1,
advertising,USA,other,366.0,0,
mobile,USA,California,1384.0,1,
hardware,USA,California,366.0,0,
public_relations,USA,other,1128.0,0,
web,USA,California,1097.0,0,
biotech,USA,other,1097.0,0,
games_video,USA,California,1.0,0,
ecommerce,other,other,1006.0,0,
web,other,other,1097.0,0,
music,other,other,1128.0,0,
music,other,other,5.0,0,
software,USA,California,976.0,0,
games_video,USA,other,366.0,0,
network_hosting,other,other,1403.0,0,
fashion,USA,other,1.0,0,
other,USA,other,1097.0,0,
analytics,USA,other,1097.0,0,
web,other,other,1342.0,0,
ecommerce,USA,other,945.0,0,
other,USA,other,1275.0,0,
web,USA,other,1.0,0,
mobile,other,other,193.0,0,
music,USA,California,993.0,0,
enterprise,USA,other,276.0,0,
web,other,other,93.0,0,
web,other,other,745.0,0,
software,other,other,1097.0,0,
software,USA,California,93.0,0,
education,other,other,246.0,0,
mobile,other,other,1.0,0,
advertising,other,other,488.0,0,
biotech,USA,California,1.0,0,21.0
fashion,other,other,1.0,0,
enterprise,USA,other,366.0,0,
education,other,other,1097.0,0,
web,other,other,731.0,0,
enterprise,other,other,1.0,0,
travel,other,other,1158.0,0,
mobile,other,other,366.0,0,
software,USA,California,945.0,0,
advertising,USA,other,122.0,1,
medical,other,other,366.0,0,
software,other,other,1.0,0,
analytics,USA,other,1097.0,0,8.0
mobile,other,other,1.0,0,
games_video,USA,California,73.0,1,
software,USA,other,366.0,0,
software,USA,other,1066.0,0,
hardware,other,other,335.0,0,
manufacturing,other,other,731.0,0,
finance,USA,other,1.0,0,
education,USA,other,1.0,0,
web,USA,other,366.0,0,
network_hosting,USA,other,1097.0,0,
mobile,USA,California,215.0,0,
software,USA,other,1.0,0,
software,USA,other,731.0,0,
web,other,other,349.0,0,
ecommerce,USA,other,1.0,0,
sports,USA,other,366.0,0,
software,USA,California,1.0,0,
cleantech,USA,California,366.0,0,
software,other,other,1097.0,0,
software,other,other,1.0,0,
advertising,other,other,218.0,0,
enterprise,USA,California,1.0,0,
health,other,other,1.0,0,
mobile,USA,other,1.0,0,
messaging,other,other,366.0,0,
other,other,other,1274.0,1,
software,USA,California,215.0,0,
web,USA,other,366.0,0,
hospitality,USA,other,366.0,0,
advertising,USA,California,875.0,0,
,USA,California,1114.0,1,
medical,USA,other,366.0,0,
mobile,other,other,1.0,0,
enterprise,other,other,153.0,1,
hospitality,other,other,1.0,0,
enterprise,USA,California,413.0,1,
games_video,other,other,1.0,0,
enterprise,other,other,366.0,0,
software,USA,other,1.0,0,
ecommerce,USA,other,1.0,0,
web,USA,other,1.0,0,
biotech,USA,California,366.0,0,
education,other,other,519.0,0,
music,other,other,1336.0,0,
analytics,USA,other,366.0,0,
manufacturing,USA,California,731.0,0,
finance,USA,California,1342.0,0,
health,USA,other,1097.0,0,
mobile,other,other,1169.0,0,
manufacturing,USA,California,1.0,0,
analytics,USA,other,1.0,0,
games_video,USA,other,366.0,0,
health,USA,other,1.0,0,
advertising,USA,other,1229.0,0,
analytics,other,other,215.0,0,
medical,USA,other,1.0,0,
social,other,other,135.0,0,
enterprise,USA,California,661.0,0,
hospitality,other,other,1.0,0,
network_hosting,other,other,1281.0,0,
health,USA,California,366.0,0,
web,other,other,1097.0,0,
automotive,other,other,1.0,0,
mobile,USA,California,1.0,0,
mobile,USA,California,1.0,0,
mobile,other,other,366.0,0,
finance,USA,California,1.0,0,
ecommerce,USA,other,915.0,0,
photo_video,USA,California,1.0,0,
real_estate,USA,other,550.0,0,
advertising,USA,other,215.0,0,
enterprise,USA,California,1.0,0,
games_video,USA,other,1.0,0,
advertising,USA,other,185.0,0,
web,USA,other,1158.0,0,
analytics,other,other,1.0,0,
games_video,other,other,366.0,0,
other,USA,California,731.0,0,
health,USA,other,215.0,0,
web,USA,other,550.0,0,
software,USA,California,331.0,0,
analytics,USA,other,1.0,0,
web,USA,California,731.0,0,
mobile,USA,other,1.0,0,
software,other,other,1250.0,0,
health,USA,California,1.0,0,
biotech,USA,other,1.0,0,
advertising,USA,California,1405.0,1,
biotech,USA,other,1.0,0,
web,USA,California,823.0,0,
biotech,USA,other,1097.0,0,
,USA,other,1.0,0,
cleantech,USA,other,1.0,0,
ecommerce,USA,California,1.0,0,
ecommerce,other,other,823.0,0,
search,USA,other,1123.0,0,
games_video,other,other,884.0,0,
enterprise,USA,other,862.0,0,
software,USA,other,335.0,0,
finance,USA,other,1.0,0,
enterprise,other,other,1.0,0,
web,other,other,915.0,0,
web,other,other,976.0,0,
software,USA,other,1.0,0,
medical,other,other,731.0,0,
web,other,other,873.0,0,
network_hosting,other,other,700.0,0,
web,other,other,366.0,0,
ecommerce,USA,other,884.0,0,
software,other,other,123.0,0,
web,USA,other,707.0,0,
biotech,USA,other,1.0,0,
mobile,USA,other,366.0,0,
games_video,other,other,1.0,0,
enterprise,other,other,123.0,0,
enterprise,other,other,1.0,0,
enterprise,USA,other,1.0,0,
social,USA,California,1.0,0,
software,USA,California,594.0,1,
enterprise,USA,California,670.0,0,
finance,other,other,976.0,0,
games_video,other,other,807.0,0,
advertising,USA,other,1145.0,0,
hardware,USA,California,185.0,0,
photo_video,USA,other,328.0,0,
travel,USA,other,366.0,0,
advertising,USA,California,23.0,0,
biotech,other,other,1097.0,0,
ecommerce,other,other,335.0,0,
health,USA,other,1.0,0,
cleantech,other,other,366.0,0,16.0
enterprise,other,other,1097.0,0,
mobile,other,other,366.0,0,
web,other,other,1281.0,0,
enterprise,other,other,731.0,0,
analytics,USA,other,672.0,0,
software,USA,other,823.0,0,
web,USA,California,1097.0,0,
enterprise,USA,other,1.0,0,
finance,USA,other,1.0,0,
legal,USA,other,731.0,0,
search,USA,California,731.0,0,
web,USA,other,1158.0,0,
nanotech,USA,other,731.0,0,20.0
games_video,other,other,1097.0,0,
mobile,other,other,1.0,0,
games_video,other,other,1.0,0,
ecommerce,USA,other,114.0,0,
web,USA,California,1207.0,0,
web,USA,other,1.0,0,
enterprise,USA,California,1.0,0,
web,other,other,1097.0,0,
web,USA,other,366.0,0,
mobile,other,other,234.0,0,
advertising,USA,California,1097.0,0,
advertising,USA,other,856.0,1,
ecommerce,USA,California,1.0,0,
enterprise,other,other,1.0,0,
consulting,other,other,731.0,0,
manufacturing,USA,other,1.0,0,
network_hosting,USA,other,1097.0,0,
games_video,USA,California,347.0,0,
manufacturing,USA,California,1.0,0,
software,other,other,788.0,0,
advertising,USA,California,1097.0,0,
cleantech,USA,California,731.0,0,
advertising,other,California,366.0,0,
real_estate,USA,other,62.0,0,
,USA,California,366.0,0,
mobile,USA,California,1.0,0,
other,USA,California,1311.0,0,
software,other,other,731.0,0,
biotech,other,other,1.0,0,
analytics,USA,California,1.0,0,
education,USA,other,1.0,0,
software,other,other,444.0,0,
ecommerce,USA,other,1.0,0,
hardware,USA,California,1.0,0,
software,USA,other,1.0,0,
advertising,USA,other,731.0,0,
biotech,USA,other,366.0,0,
cleantech,other,other,731.0,0,
mobile,other,other,1198.0,0,
web,USA,other,1.0,0,
mobile,other,other,366.0,0,
games_video,USA,California,1097.0,0,
software,USA,other,1.0,0,
web,USA,other,1128.0,0,
software,USA,California,1.0,0,
advertising,other,other,93.0,0,
fashion,USA,other,1.0,0,
biotech,other,other,13.0,0,
web,other,other,691.0,0,
software,USA,California,1097.0,0,
enterprise,USA,other,731.0,0,
mobile,USA,California,366.0,0,
cleantech,USA,other,731.0,0,
cleantech,USA,other,1.0,0,
network_hosting,other,other,1158.0,0,
software,other,other,1097.0,0,
mobile,USA,California,366.0,0,
software,other,other,1097.0,0,
music,other,other,62.0,0,
other,other,other,772.0,0,
public_relations,other,other,1141.0,0,
ecommerce,USA,California,731.0,0,
games_video,other,other,792.0,0,
medical,USA,other,366.0,0,
enterprise,USA,California,1128.0,0,
web,USA,other,1097.0,0,
analytics,other,other,1292.0,0,
software,other,other,93.0,0,
web,USA,other,366.0,0,
web,USA,California,1.0,0,
mobile,USA,California,852.0,1,
other,other,other,366.0,0,
analytics,other,other,731.0,0,
enterprise,USA,other,1.0,0,
enterprise,USA,California,161.0,1,
other,USA,California,731.0,0,
mobile,USA,other,1097.0,0,
messaging,USA,other,1219.0,0,
enterprise,USA,California,776.0,1,
other,other,other,1037.0,0,
enterprise,USA,California,1097.0,0,
search,other,other,832.0,0,
automotive,other,other,33.0,0,
real_estate,USA,California,575.0,0,
security,other,other,1.0,0,
social,other,other,829.0,1,12.0
games_video,other,other,731.0,0,
education,other,other,1.0,0,
software,USA,other,731.0,0,
software,USA,other,366.0,0,
sports,other,other,366.0,0,
manufacturing,other,other,731.0,0,
mobile,USA,other,1.0,0,
analytics,other,other,1097.0,0,
medical,USA,other,731.0,0,
biotech,USA,other,731.0,0,
medical,other,other,731.0,0,
sports,other,other,689.0,0,
hospitality,USA,California,731.0,0,
other,USA,other,58.0,1,
fashion,USA,other,1.0,0,
enterprise,USA,California,1.0,0,
other,other,other,1124.0,0,
mobile,USA,other,1.0,0,
ecommerce,USA,other,427.0,0,
biotech,USA,California,366.0,0,
photo_video,other,other,1.0,0,
biotech,USA,other,1.0,0,
ecommerce,other,other,731.0,0,
mobile,other,other,1097.0,0,
automotive,other,other,1.0,0,
mobile,other,other,1.0,0,
advertising,other,other,1097.0,0,
nanotech,other,other,366.0,0,
other,USA,California,366.0,0,
cleantech,USA,other,1097.0,0,
medical,USA,other,1.0,0,
transportation,other,other,1097.0,0,
hospitality,USA,other,1097.0,0,
hardware,USA,California,408.0,0,
enterprise,other,other,366.0,0,
biotech,USA,California,1097.0,0,
finance,other,other,32.0,0,
analytics,USA,California,366.0,0,
cleantech,USA,California,731.0,0,
cleantech,USA,other,1.0,0,
other,USA,other,366.0,0,
ecommerce,other,other,76.0,0,
biotech,USA,other,1.0,0,
news,USA,other,154.0,0,
software,USA,California,1.0,0,
social,other,other,397.0,0,
mobile,USA,California,366.0,0,
cleantech,USA,California,731.0,0,
,USA,California,366.0,0,7.0
web,USA,California,1037.0,0,
,USA,California,1.0,0,
software,USA,other,731.0,0,
medical,other,other,731.0,0,
mobile,other,other,32.0,0,
enterprise,other,other,174.0,0,
advertising,USA,other,1152.0,0,
education,USA,other,789.0,0,
medical,USA,other,62.0,0,
legal,USA,other,731.0,0,
network_hosting,USA,other,1079.0,0,
medical,USA,other,1.0,0,
mobile,USA,other,1.0,0,
web,other,other,1.0,0,
hardware,USA,other,731.0,0,
games_video,USA,other,366.0,0,
ecommerce,USA,other,93.0,0,
hardware,other,other,1.0,0,
cleantech,USA,other,366.0,0,
biotech,other,other,1.0,0,
ecommerce,other,other,366.0,0,
advertising,USA,other,1097.0,0,
games_video,USA,other,1097.0,0,
enterprise,USA,California,366.0,0,
messaging,USA,other,755.0,1,
ecommerce,USA,other,853.0,0,
games_video,other,other,366.0,0,
finance,USA,California,1084.0,0,
ecommerce,other,other,1.0,0,
enterprise,other,other,366.0,0,
travel,other,other,1066.0,0,
games_video,USA,other,1.0,0,
biotech,other,other,1.0,0,
mobile,USA,other,884.0,0,
mobile,USA,other,1.0,0,
mobile,USA,other,1.0,0,
network_hosting,USA,other,1097.0,0,30.0
web,USA,California,1275.0,0,
biotech,other,other,1.0,0,
games_video,other,other,1097.0,0,
fashion,USA,other,1.0,0,
mobile,USA,California,731.0,0,
news,other,other,721.0,1,
software,USA,other,1.0,0,
advertising,USA,other,893.0,1,
ecommerce,other,other,762.0,0,
web,USA,California,1125.0,1,
web,USA,other,1066.0,0,
biotech,USA,other,1097.0,0,
biotech,USA,other,366.0,0,
,USA,other,1097.0,0,
enterprise,USA,California,731.0,0,
fashion,USA,California,366.0,0,
public_relations,other,other,1189.0,0,
travel,other,other,62.0,0,
mobile,USA,California,1158.0,0,
mobile,other,other,1370.0,1,
advertising,USA,California,366.0,0,
web,other,other,1.0,0,
software,USA,other,1097.0,0,
software,USA,other,1128.0,0,27.0
software,USA,California,1.0,0,
software,USA,other,877.0,0,
security,USA,other,1405.0,1,
software,USA,other,335.0,1,
advertising,USA,other,1097.0,0,
cleantech,USA,other,457.0,1,
ecommerce,USA,other,366.0,0,
games_video,other,other,215.0,0,
search,USA,California,440.0,1,
ecommerce,other,other,1.0,0,
games_video,other,other,1037.0,0,
web,USA,other,1097.0,0,
biotech,USA,other,1097.0,0,
web,USA,California,545.0,0,
software,other,other,366.0,0,
advertising,USA,other,731.0,0,
advertising,USA,other,731.0,0,
games_video,other,other,731.0,0,
biotech,USA,California,1.0,0,
biotech,USA,other,366.0,0,
software,USA,other,32.0,0,
education,USA,other,1.0,0,
games_video,other,other,731.0,0,
mobile,USA,other,1097.0,0,
web,other,other,1220.0,0,
health,USA,other,1.0,0,
ecommerce,other,other,118.0,0,
advertising,USA,California,276.0,0,
software,USA,other,731.0,0,
enterprise,other,other,945.0,0,
sports,USA,other,971.0,0,
biotech,other,other,1097.0,0,
software,other,other,1066.0,0,
ecommerce,other,other,877.0,0,
biotech,USA,other,1097.0,0,
software,USA,California,1313.0,0,
software,USA,California,524.0,1,
cleantech,other,other,1.0,0,
software,USA,other,1281.0,0,
education,other,other,366.0,0,
hardware,USA,other,1372.0,0,
news,USA,other,1.0,0,
network_hosting,USA,California,731.0,0,
web,other,other,1219.0,0,
security,USA,other,1.0,0,
mobile,other,other,1097.0,0,
ecommerce,USA,California,1097.0,0,
sports,other,other,853.0,0,
software,other,other,1370.0,0,
biotech,USA,California,1189.0,0,39.0
advertising,USA,California,731.0,0,
software,USA,other,731.0,0,
biotech,other,other,1.0,0,
finance,USA,other,830.0,0,
biotech,USA,other,731.0,0,
web,USA,California,828.0,1,14.0
analytics,USA,California,731.0,0,15.0
enterprise,USA,California,1097.0,0,
social,USA,California,1.0,0,
hardware,USA,California,1097.0,0,
music,other,other,1.0,0,
games_video,USA,other,1173.0,0,
security,USA,other,1.0,0,
medical,USA,California,1097.0,0,
biotech,other,other,755.0,1,
hardware,USA,California,1.0,0,
enterprise,USA,California,366.0,0,
mobile,USA,other,1.0,0,
ecommerce,USA,other,1097.0,0,
web,USA,California,1236.0,0,
biotech,USA,other,123.0,0,
search,other,other,1189.0,0,
education,USA,other,976.0,0,
enterprise,USA,other,1.0,0,
advertising,USA,other,1219.0,0,
mobile,other,other,366.0,0,
finance,USA,other,1.0,0,
web,other,other,1.0,0,
enterprise,USA,California,1.0,0,
other,other,other,731.0,0,
fashion,USA,California,731.0,0,
enterprise,USA,California,1112.0,0,
advertising,other,other,1.0,0,
public_relations,other,other,915.0,0,
music,USA,other,435.0,1,
web,other,other,915.0,0,
biotech,other,other,1066.0,0,
education,USA,California,731.0,0,
mobile,USA,other,1.0,0,
medical,USA,California,641.0,0,5.0
medical,USA,California,366.0,0,
biotech,USA,other,731.0,0,
web,USA,other,853.0,0,
ecommerce,other,other,1.0,0,
other,other,other,1097.0,0,
advertising,USA,California,344.0,0,
games_video,other,other,1097.0,0,
web,other,other,1097.0,0,
games_video,other,other,1.0,0,
real_estate,USA,other,1.0,0,
web,USA,California,1385.0,1,
mobile,USA,other,626.0,0,52.0
travel,other,other,1.0,0,
ecommerce,other,other,1.0,0,
enterprise,USA,other,427.0,0,
advertising,USA,other,1097.0,0,
games_video,USA,other,244.0,1,
web,USA,other,731.0,0,
software,other,other,731.0,0,
web,other,other,731.0,0,
web,other,other,731.0,0,
enterprise,other,other,1.0,0,
finance,USA,California,1.0,0,
games_video,USA,other,366.0,0,
software,USA,California,1250.0,0,
ecommerce,other,other,1097.0,0,
cleantech,USA,other,231.0,0,
ecommerce,USA,other,1128.0,0,
web,USA,California,1.0,0,
search,other,other,371.0,0,
biotech,USA,other,972.0,0,
advertising,USA,other,1097.0,0,
ecommerce,USA,other,1.0,0,
mobile,USA,other,851.0,1,
analytics,USA,other,1250.0,0,19.0
biotech,USA,other,366.0,0,
web,other,other,1097.0,0,
games_video,USA,other,1097.0,0,
mobile,other,other,853.0,0,
advertising,other,other,733.0,0,
messaging,other,other,1006.0,0,
health,USA,other,1.0,0,
software,other,other,884.0,0,
ecommerce,other,other,731.0,0,
finance,USA,other,1037.0,0,
mobile,USA,other,366.0,0,
games_video,other,other,1126.0,1,
games_video,other,other,1037.0,0,
biotech,USA,California,731.0,0,
cleantech,other,other,611.0,0,
finance,USA,California,1.0,0,
network_hosting,other,other,1.0,0,
advertising,USA,California,798.0,1,
finance,USA,California,1.0,0,
health,USA,other,731.0,0,
software,USA,other,731.0,0,
web,USA,California,1038.0,0,
health,USA,California,1.0,0,
analytics,other,other,1.0,0,
web,other,other,506.0,0,
ecommerce,USA,other,976.0,0,
other,other,other,1311.0,0,
games_video,USA,other,731.0,0,15.0
software,USA,other,1034.0,0,
,USA,other,1.0,0,
web,other,other,672.0,0,
enterprise,other,other,1097.0,0,
,other,other,731.0,0,
software,other,other,883.0,0,
web,USA,other,384.0,1,
other,USA,California,154.0,0,
web,USA,other,1219.0,0,
sports,other,other,1.0,0,
advertising,USA,other,1.0,0,
hardware,other,other,1.0,0,
ecommerce,USA,other,1097.0,0,
web,USA,California,975.0,0,
cleantech,other,other,366.0,0,
mobile,USA,California,1.0,0,
fashion,USA,other,1.0,0,
web,USA,California,611.0,0,
software,USA,other,822.0,1,
biotech,USA,California,1.0,0,
consulting,USA,other,1097.0,0,
enterprise,USA,other,366.0,0,
music,other,other,925.0,0,
network_hosting,USA,California,1158.0,0,
nonprofit,USA,other,366.0,0,
ecommerce,USA,California,1.0,0,
web,other,other,1281.0,0,
software,USA,other,936.0,0,
network_hosting,USA,other,1403.0,0,
web,USA,California,1158.0,0,
finance,USA,other,1.0,0,
games_video,other,other,1.0,0,
public_relations,other,other,731.0,0,
software,other,other,366.0,0,
software,other,other,1.0,0,
education,other,other,731.0,0,
hardware,other,other,366.0,0,
analytics,USA,other,915.0,0,
semiconductor,USA,other,1.0,0,
mobile,USA,California,1.0,0,
advertising,other,other,642.0,0,
biotech,other,other,1097.0,0,
enterprise,USA,other,1.0,0,
security,USA,other,1218.0,1,
cleantech,USA,other,1097.0,0,
security,USA,other,1097.0,0,
biotech,USA,other,366.0,0,
biotech,USA,California,1097.0,0,4.0
analytics,USA,other,641.0,0,
hospitality,other,other,1.0,0,
other,USA,other,731.0,0,
games_video,other,other,731.0,0,
ecommerce,USA,other,1.0,0,
ecommerce,USA,California,366.0,0,
advertising,other,other,1.0,0,
hardware,USA,California,1.0,0,
ecommerce,other,other,1.0,0,
health,USA,other,731.0,0,
legal,other,other,1.0,0,
other,other,other,1187.0,1,
other,other,other,731.0,1,
ecommerce,USA,California,731.0,0,
web,USA,other,1189.0,0,
health,USA,other,1.0,0,
fashion,USA,other,366.0,0,
real_estate,USA,other,366.0,0,
social,other,other,765.0,0,
security,USA,California,1097.0,0,
hardware,other,other,366.0,0,
software,USA,California,1250.0,0,
biotech,USA,California,366.0,0,
ecommerce,other,other,1.0,0,
advertising,other,other,1097.0,0,
web,other,other,816.0,0,
web,other,other,1171.0,0,
analytics,USA,California,366.0,0,
web,other,other,1353.0,0,
ecommerce,other,other,668.0,0,
,USA,California,1.0,0,
web,other,other,622.0,0,
ecommerce,other,other,731.0,0,
web,other,other,731.0,0,
web,USA,California,1097.0,0,
web,USA,California,1342.0,0,
enterprise,USA,other,366.0,0,
photo_video,other,other,873.0,0,
web,other,other,417.0,1,
hardware,USA,other,62.0,0,
web,USA,other,1.0,0,
software,USA,other,731.0,0,
software,USA,other,1128.0,0,
cleantech,USA,other,1226.0,1,
music,USA,California,366.0,0,
hospitality,other,other,731.0,0,
software,USA,California,866.0,0,
other,USA,other,215.0,0,
software,USA,California,366.0,0,
biotech,USA,other,333.0,0,
software,USA,other,7.0,1,
hardware,other,other,1097.0,0,
web,USA,California,1281.0,0,
education,other,other,366.0,0,
web,other,other,1097.0,0,
web,USA,California,397.0,0,
enterprise,USA,California,1.0,0,
other,USA,other,731.0,0,
security,other,other,427.0,0,
games_video,USA,other,984.0,0,
biotech,USA,other,366.0,0,
web,other,other,1206.0,0,
enterprise,USA,California,1.0,0,
photo_video,USA,California,731.0,0,
biotech,USA,California,1386.0,0,6.0
biotech,USA,California,1097.0,0,
ecommerce,other,other,992.0,0,
enterprise,other,other,326.0,0,
biotech,USA,other,1097.0,0,
biotech,USA,other,731.0,0,23.0
medical,USA,other,1097.0,0,
finance,USA,other,731.0,0,
,USA,other,366.0,0,
web,other,other,335.0,0,
biotech,USA,other,1097.0,0,11.0
web,other,other,656.0,0,
software,USA,other,1.0,0,
web,USA,other,1.0,0,
web,USA,other,1403.0,0,
software,USA,other,731.0,0,
biotech,USA,other,1.0,0,
web,other,other,672.0,0,
enterprise,USA,other,154.0,0,
ecommerce,other,other,1219.0,0,
network_hosting,USA,California,320.0,1,
enterprise,USA,other,1066.0,0,
biotech,USA,other,731.0,0,
enterprise,USA,other,1.0,0,
web,other,other,943.0,0,
ecommerce,other,other,976.0,0,
biotech,USA,other,731.0,0,
web,other,other,884.0,0,
semiconductor,USA,California,1.0,1,
enterprise,USA,California,945.0,0,
mobile,other,other,1.0,0,
biotech,USA,California,1.0,0,
biotech,USA,other,1.0,0,
analytics,USA,other,731.0,0,
hardware,USA,other,397.0,0,
biotech,USA,other,1.0,0,
biotech,USA,other,1097.0,0,
education,USA,other,366.0,0,
analytics,USA,California,611.0,0,
consulting,other,other,962.0,0,
education,USA,other,731.0,0,
biotech,USA,other,731.0,0,
analytics,USA,other,1097.0,0,
biotech,USA,other,1097.0,0,
games_video,USA,other,731.0,0,
software,USA,other,366.0,0,
mobile,USA,California,731.0,0,
social,USA,other,731.0,0,
search,USA,California,1097.0,0,
cleantech,USA,other,1.0,0,
games_video,USA,California,625.0,0,
enterprise,other,other,1097.0,0,
biotech,USA,California,366.0,0,
music,USA,other,93.0,0,
web,other,other,366.0,0,
biotech,other,other,366.0,0,
biotech,USA,other,731.0,0,
hardware,other,other,731.0,0,
biotech,USA,other,366.0,0,
mobile,USA,other,1.0,0,
medical,USA,other,366.0,0,
biotech,USA,other,366.0,0,
biotech,USA,other,366.0,0,
software,other,other,1352.0,0,
biotech,USA,other,1.0,0,
software,USA,other,731.0,0,
security,USA,other,1006.0,0,
web,USA,other,1097.0,0,
search,USA,California,731.0,0,
advertising,USA,other,488.0,0,27.0
enterprise,USA,other,731.0,0,
biotech,USA,other,366.0,0,
photo_video,USA,other,366.0,0,
cleantech,USA,other,731.0,0,
software,USA,California,938.0,1,
enterprise,USA,other,731.0,0,
biotech,USA,California,366.0,0,
mobile,USA,other,366.0,0,
software,USA,other,1.0,0,
enterprise,other,other,1431.0,0,
analytics,USA,other,731.0,0,
biotech,USA,other,1097.0,0,
biotech,USA,other,731.0,0,
network_hosting,USA,other,731.0,0,
finance,other,other,366.0,0,
advertising,USA,California,366.0,0,
web,USA,California,1222.0,0,
biotech,USA,California,731.0,0,
manufacturing,USA,other,366.0,0,
games_video,other,other,731.0,0,
biotech,other,other,1.0,0,
social,other,other,1097.0,0,
semiconductor,USA,California,1.0,0,
ecommerce,other,other,731.0,0,
games_video,USA,California,1.0,0,
biotech,USA,California,731.0,0,
consulting,other,other,1.0,0,
medical,USA,other,1.0,0,
hardware,USA,other,1.0,0,
education,USA,other,567.0,0,
mobile,USA,other,366.0,0,
cleantech,USA,other,366.0,0,
education,USA,other,366.0,0,
hardware,USA,other,731.0,0,
network_hosting,USA,California,366.0,0,
games_video,USA,other,1.0,0,
,USA,other,1.0,0,
biotech,USA,other,731.0,0,
social,USA,other,1097.0,0,
software,USA,other,366.0,0,
biotech,USA,California,731.0,0,
social,USA,other,366.0,0,
biotech,USA,other,1097.0,0,
other,USA,other,1.0,0,
cleantech,other,other,1.0,0,
education,USA,other,25.0,0,
biotech,USA,other,1.0,0,
health,USA,California,1.0,0,
biotech,USA,California,1097.0,0,
biotech,USA,other,366.0,0,
software,other,other,366.0,0,
search,other,other,173.0,0,
education,USA,California,1.0,0,
social,USA,other,1.0,0,
ecommerce,other,other,366.0,0,
software,USA,other,1097.0,0,
software,USA,other,278.0,1,
semiconductor,USA,other,731.0,0,
biotech,USA,other,731.0,0,
real_estate,other,other,1059.0,0,
semiconductor,USA,California,731.0,0,
software,USA,other,731.0,0,
biotech,USA,other,366.0,0,
enterprise,USA,other,366.0,0,
software,USA,California,366.0,0,
health,USA,other,1.0,0,
software,USA,other,1.0,0,
enterprise,USA,other,1.0,0,
health,USA,other,366.0,0,
software,USA,other,731.0,0,
software,USA,California,1066.0,0,
software,other,other,731.0,0,
biotech,USA,California,672.0,0,
consulting,USA,other,1.0,0,
software,USA,other,1097.0,0,
biotech,USA,other,731.0,0,
network_hosting,USA,other,1.0,0,
mobile,USA,other,1.0,0,
games_video,other,other,724.0,0,
other,USA,other,366.0,0,
social,other,other,1.0,0,
security,USA,California,1.0,0,
mobile,USA,other,1.0,0,
mobile,USA,other,1.0,0,
health,USA,other,366.0,0,
biotech,USA,other,366.0,0,
software,USA,California,366.0,0,
biotech,USA,other,731.0,0,
enterprise,USA,other,1.0,0,
biotech,USA,California,366.0,0,
web,USA,other,1281.0,0,
medical,USA,other,366.0,0,
games_video,USA,other,1.0,0,
biotech,USA,other,366.0,0,
enterprise,USA,other,724.0,0,
web,USA,California,908.0,0,
health,USA,other,1.0,0,
biotech,USA,other,1.0,0,
analytics,USA,other,1.0,0,
finance,USA,other,1.0,0,
medical,USA,other,1.0,0,
software,USA,other,366.0,0,
biotech,USA,other,366.0,0,
enterprise,USA,California,366.0,0,
social,USA,other,1.0,0,
mobile,other,other,731.0,0,
enterprise,USA,California,366.0,0,
software,USA,other,634.0,0,
education,USA,other,731.0,0,
hardware,USA,other,731.0,0,
web,USA,California,835.0,1,
web,USA,other,1219.0,0,
web,other,other,1149.0,1,
ecommerce,other,other,1.0,0,
web,other,other,1448.0,0,
web,USA,other,870.0,0,
advertising,NZL,other,478.0,0,
biotech,USA,other,1097.0,0,
ecommerce,USA,other,1.0,0,
biotech,USA,other,1097.0,0,
ecommerce,other,other,550.0,0,
health,USA,other,366.0,0,
network_hosting,other,other,185.0,0,
software,USA,other,1097.0,0,
finance,USA,other,731.0,0,
biotech,USA,other,366.0,0,
biotech,USA,other,731.0,0,
biotech,USA,other,366.0,0,
biotech,USA,other,366.0,0,
medical,USA,California,1.0,0,
other,other,other,792.0,0,
education,USA,other,1.0,0,
ecommerce,USA,other,731.0,0,
social,USA,other,731.0,0,
web,other,other,1116.0,0,
medical,USA,California,1.0,0,
biotech,USA,other,731.0,0,
medical,USA,other,731.0,0,
biotech,USA,other,1.0,0,
mobile,USA,other,366.0,0,
mobile,USA,California,1.0,0,15.0
other,other,other,1056.0,0,
cleantech,other,other,1050.0,0,
public_relations,USA,other,1.0,0,
software,other,other,907.0,0,
hardware,USA,other,1.0,0,
security,USA,other,366.0,0,
web,other,other,53.0,1,
web,USA,other,731.0,0,
biotech,USA,California,1251.0,1,
web,USA,California,641.0,0,
health,USA,other,1.0,0,
